,agency_cd,site_no,datetime,Gage height_Min,Gage height_Max,Precipitation,Gage height_Mean
79,USGS,02136000,2016-12-18,9.44,9.49,0.00,9.47
80,USGS,02136000,2016-12-19,9.45,9.49,0.10,9.48
81,USGS,02136000,2016-12-20,9.44,9.47,0.02,9.46
82,USGS,02136000,2016-12-21,9.43,9.45,0.00,9.44
83,USGS,02136000,2016-12-22,9.44,9.46,0.00,9.45
84,USGS,02136000,2016-12-23,9.46,9.53,0.00,9.49
85,USGS,02136000,2016-12-24,9.53,9.63,0.00,9.59
86,USGS,02136000,2016-12-25,9.63,9.69,0.00,9.66
87,USGS,02136000,2016-12-26,9.69,9.78,0.00,9.73
88,USGS,02136000,2016-12-27,9.78,9.87,0.00,9.83
89,USGS,02136000,2016-12-28,9.87,9.89,0.00,9.88
90,USGS,02136000,2016-12-29,9.76,9.87,0.04,9.82
91,USGS,02136000,2016-12-30,9.56,9.76,0.00,9.66
92,USGS,02136000,2016-12-31,9.34,9.56,0.00,9.45
93,USGS,02136000,2017-01-01,9.13,9.34,0.09,9.23
94,USGS,02136000,2017-01-02,8.92,9.13,0.03,9.02
95,USGS,02136000,2017-01-03,8.82,8.92,0.24,8.87
96,USGS,02136000,2017-01-04,8.75,8.82,0.00,8.79
97,USGS,02136000,2017-01-05,8.77,8.88,0.00,8.81
98,USGS,02136000,2017-01-06,8.88,9.18,0.06,9.01
99,USGS,02136000,2017-01-07,9.18,9.77,0.47,9.48
100,USGS,02136000,2017-01-08,9.77,10.37,0.00,10.06
101,USGS,02136000,2017-01-09,10.37,11.02,0.00,10.71
102,USGS,02136000,2017-01-10,11.02,11.25,0.00,11.17
103,USGS,02136000,2017-01-11,11.19,11.26,0.00,11.24
104,USGS,02136000,2017-01-12,11.03,11.19,0.00,11.12
105,USGS,02136000,2017-01-13,10.86,11.03,0.00,10.94
106,USGS,02136000,2017-01-14,10.75,10.87,0.00,10.80
107,USGS,02136000,2017-01-15,10.61,10.75,0.00,10.68
108,USGS,02136000,2017-01-16,10.42,10.61,0.00,10.52
109,USGS,02136000,2017-01-17,10.20,10.42,0.00,10.31
110,USGS,02136000,2017-01-18,9.96,10.20,0.00,10.08
111,USGS,02136000,2017-01-19,9.73,9.96,0.00,9.84
112,USGS,02136000,2017-01-20,9.53,9.73,0.00,9.62
113,USGS,02136000,2017-01-21,9.39,9.53,,9.46
114,USGS,02136000,2017-01-22,9.43,9.56,,9.48
115,USGS,02136000,2017-01-23,9.55,9.71,,9.62
116,USGS,02136000,2017-01-24,9.71,9.90,,9.81
117,USGS,02136000,2017-01-25,9.90,9.98,,9.95
118,USGS,02136000,2017-01-26,9.97,10.06,,10.03
119,USGS,02136000,2017-01-27,10.04,10.07,,10.06
120,USGS,02136000,2017-01-28,9.94,10.05,,10.00
121,USGS,02136000,2017-01-29,9.80,9.94,,9.87
122,USGS,02136000,2017-01-30,9.69,9.80,,9.74
123,USGS,02136000,2017-01-31,9.59,9.69,,9.64
124,USGS,02136000,2017-02-01,9.48,9.60,,9.54
125,USGS,02136000,2017-02-02,9.32,9.48,,9.40
126,USGS,02136000,2017-02-03,9.14,9.32,,9.23
127,USGS,02136000,2017-02-04,8.95,9.14,,9.04
128,USGS,02136000,2017-02-05,8.79,8.95,,8.87
129,USGS,02136000,2017-02-06,8.64,8.79,,8.71
130,USGS,02136000,2017-02-07,8.50,8.64,,8.56
131,USGS,02136000,2017-02-08,8.43,8.50,,8.47
132,USGS,02136000,2017-02-09,8.33,8.43,,8.38
133,USGS,02136000,2017-02-10,8.30,8.35,,8.33
134,USGS,02136000,2017-02-11,8.29,8.34,,8.33
135,USGS,02136000,2017-02-12,8.28,8.32,,8.31
136,USGS,02136000,2017-02-13,8.25,8.30,,8.28
137,USGS,02136000,2017-02-14,8.22,8.26,,8.24
138,USGS,02136000,2017-02-15,8.16,8.26,,8.23
139,USGS,02136000,2017-02-16,8.21,8.26,,8.25
140,USGS,02136000,2017-02-17,8.25,8.31,,8.28
141,USGS,02136000,2017-02-18,8.31,8.45,,8.36
142,USGS,02136000,2017-02-19,8.41,8.50,,8.45
143,USGS,02136000,2017-02-20,8.50,8.57,,8.54
144,USGS,02136000,2017-02-21,8.56,8.58,,8.57
145,USGS,02136000,2017-02-22,8.51,8.57,,8.54
146,USGS,02136000,2017-02-23,8.43,8.51,,8.47
147,USGS,02136000,2017-02-24,8.36,8.43,,8.40
148,USGS,02136000,2017-02-25,8.29,8.37,,8.33
149,USGS,02136000,2017-02-26,8.24,8.31,,8.28
150,USGS,02136000,2017-02-27,8.15,8.24,,8.20
151,USGS,02136000,2017-02-28,8.01,8.16,,8.09
152,USGS,02136000,2017-03-01,7.81,8.01,,7.92
153,USGS,02136000,2017-03-02,7.67,7.84,,7.75
154,USGS,02136000,2017-03-03,7.50,7.67,,7.58
155,USGS,02136000,2017-03-04,7.35,7.50,,7.42
156,USGS,02136000,2017-03-05,7.20,7.35,,7.27
157,USGS,02136000,2017-03-06,7.06,7.20,,7.13
158,USGS,02136000,2017-03-07,6.92,7.06,,6.98
159,USGS,02136000,2017-03-08,6.81,6.93,,6.87
160,USGS,02136000,2017-03-09,6.70,6.81,,6.76
161,USGS,02136000,2017-03-10,6.60,6.70,,6.65
162,USGS,02136000,2017-03-11,6.50,6.61,,6.56
163,USGS,02136000,2017-03-12,6.44,6.50,,6.47
164,USGS,02136000,2017-03-13,6.39,6.44,,6.41
165,USGS,02136000,2017-03-14,6.42,6.57,,6.49
166,USGS,02136000,2017-03-15,6.54,6.82,,6.68
167,USGS,02136000,2017-03-16,6.82,6.90,,6.87
168,USGS,02136000,2017-03-17,6.86,6.91,,6.89
169,USGS,02136000,2017-03-18,6.83,6.88,,6.87
170,USGS,02136000,2017-03-19,6.81,6.87,,6.84
171,USGS,02136000,2017-03-20,6.80,6.85,,6.84
172,USGS,02136000,2017-03-21,6.75,6.83,,6.81
173,USGS,02136000,2017-03-22,6.75,6.81,,6.79
174,USGS,02136000,2017-03-23,6.77,6.80,,6.78
175,USGS,02136000,2017-03-24,6.78,6.83,,6.81
176,USGS,02136000,2017-03-25,6.76,6.82,,6.80
177,USGS,02136000,2017-03-26,6.71,6.79,,6.75
178,USGS,02136000,2017-03-27,6.63,6.72,,6.68
179,USGS,02136000,2017-03-28,6.58,6.65,,6.62
180,USGS,02136000,2017-03-29,6.50,6.59,,6.55
181,USGS,02136000,2017-03-30,6.39,6.50,,6.45
182,USGS,02136000,2017-03-31,6.37,6.43,,6.40
183,USGS,02136000,2017-04-01,6.29,6.38,,6.33
184,USGS,02136000,2017-04-02,6.26,6.30,,6.29
185,USGS,02136000,2017-04-03,6.21,6.38,,6.28
186,USGS,02136000,2017-04-04,6.38,6.65,,6.50
187,USGS,02136000,2017-04-05,6.65,7.10,1.29,6.81
188,USGS,02136000,2017-04-06,7.10,7.61,0.10,7.34
189,USGS,02136000,2017-04-07,7.61,8.05,0.00,7.83
190,USGS,02136000,2017-04-08,8.05,8.36,0.00,8.22
191,USGS,02136000,2017-04-09,8.36,8.58,0.00,8.47
192,USGS,02136000,2017-04-10,8.58,8.74,0.00,8.67
193,USGS,02136000,2017-04-11,8.74,8.83,0.00,8.78
194,USGS,02136000,2017-04-12,8.83,9.00,0.00,8.90
195,USGS,02136000,2017-04-13,9.00,9.28,0.72,9.13
196,USGS,02136000,2017-04-14,9.28,9.35,0.00,9.33
197,USGS,02136000,2017-04-15,9.24,9.35,0.00,9.31
198,USGS,02136000,2017-04-16,8.95,9.24,0.00,9.10
199,USGS,02136000,2017-04-17,8.57,8.95,0.00,8.76
200,USGS,02136000,2017-04-18,8.17,8.57,0.55,8.37
201,USGS,02136000,2017-04-19,7.68,8.17,0.00,7.93
202,USGS,02136000,2017-04-20,7.15,7.68,0.00,7.41
203,USGS,02136000,2017-04-21,6.69,7.15,0.00,6.91
204,USGS,02136000,2017-04-22,6.25,6.69,0.00,6.47
205,USGS,02136000,2017-04-23,5.86,6.25,0.03,6.05
206,USGS,02136000,2017-04-24,5.83,7.79,3.68,6.82
207,USGS,02136000,2017-04-25,7.79,8.94,0.08,8.38
208,USGS,02136000,2017-04-26,8.94,9.91,0.00,9.44
209,USGS,02136000,2017-04-27,9.91,10.61,0.00,10.29
210,USGS,02136000,2017-04-28,10.60,11.12,0.00,10.87
211,USGS,02136000,2017-04-29,11.11,11.51,0.00,11.32
212,USGS,02136000,2017-04-30,11.51,11.72,0.00,11.65
213,USGS,02136000,2017-05-01,11.53,11.72,0.67,11.64
214,USGS,02136000,2017-05-02,11.11,11.57,0.00,11.35
215,USGS,02136000,2017-05-03,10.63,11.11,0.00,10.88
216,USGS,02136000,2017-05-04,10.15,10.63,0.37,10.39
217,USGS,02136000,2017-05-05,9.68,10.17,0.08,9.93
218,USGS,02136000,2017-05-06,9.19,9.68,0.05,9.43
219,USGS,02136000,2017-05-07,8.76,9.19,0.05,8.98
220,USGS,02136000,2017-05-08,8.43,8.76,0.00,8.59
221,USGS,02136000,2017-05-09,8.25,8.43,0.00,8.33
222,USGS,02136000,2017-05-10,8.21,8.25,0.00,8.23
223,USGS,02136000,2017-05-11,8.25,8.56,0.00,8.38
224,USGS,02136000,2017-05-12,8.56,8.87,0.03,8.73
225,USGS,02136000,2017-05-13,8.87,8.97,0.29,8.93
226,USGS,02136000,2017-05-14,8.89,8.97,0.00,8.93
227,USGS,02136000,2017-05-15,8.75,8.89,0.00,8.84
228,USGS,02136000,2017-05-16,8.37,8.75,0.00,8.58
229,USGS,02136000,2017-05-17,7.88,8.37,0.00,8.13
230,USGS,02136000,2017-05-18,7.42,7.88,0.00,7.65
231,USGS,02136000,2017-05-19,7.03,7.42,0.00,7.22
232,USGS,02136000,2017-05-20,6.63,7.03,0.00,6.84
233,USGS,02136000,2017-05-21,6.11,6.63,0.00,6.38
234,USGS,02136000,2017-05-22,5.98,6.86,2.15,6.54
235,USGS,02136000,2017-05-23,6.81,6.87,0.28,6.85
236,USGS,02136000,2017-05-24,6.85,6.94,0.18,6.89
237,USGS,02136000,2017-05-25,6.90,6.95,0.08,6.92
238,USGS,02136000,2017-05-26,6.86,6.90,0.00,6.90
239,USGS,02136000,2017-05-27,6.89,6.92,0.00,6.91
240,USGS,02136000,2017-05-28,6.83,6.90,0.02,6.88
241,USGS,02136000,2017-05-29,6.89,7.10,0.76,6.94
242,USGS,02136000,2017-05-30,7.08,7.12,0.01,7.11
243,USGS,02136000,2017-05-31,7.11,7.17,0.00,7.13
244,USGS,02136000,2017-06-01,7.17,7.21,0.00,7.19
245,USGS,02136000,2017-06-02,7.11,7.20,0.00,7.17
246,USGS,02136000,2017-06-03,6.88,7.11,0.00,7.01
247,USGS,02136000,2017-06-04,6.56,6.88,0.00,6.73
248,USGS,02136000,2017-06-05,6.23,6.56,0.05,6.40
249,USGS,02136000,2017-06-06,6.30,6.44,0.00,6.34
250,USGS,02136000,2017-06-07,6.44,6.85,0.00,6.60
251,USGS,02136000,2017-06-08,6.85,7.21,0.00,7.05
252,USGS,02136000,2017-06-09,7.19,7.26,0.00,7.23
253,USGS,02136000,2017-06-10,6.86,7.19,0.00,7.05
254,USGS,02136000,2017-06-11,6.48,6.86,0.00,6.66
255,USGS,02136000,2017-06-12,6.18,6.48,0.00,6.34
256,USGS,02136000,2017-06-13,5.79,6.18,0.00,6.00
257,USGS,02136000,2017-06-14,5.33,5.79,0.00,5.56
258,USGS,02136000,2017-06-15,4.89,5.33,0.00,5.11
259,USGS,02136000,2017-06-16,4.44,4.89,0.00,4.66
260,USGS,02136000,2017-06-17,4.05,4.44,0.00,4.23
261,USGS,02136000,2017-06-18,3.80,4.05,0.00,3.90
262,USGS,02136000,2017-06-19,3.74,3.93,0.01,3.82
263,USGS,02136000,2017-06-20,3.78,4.12,,3.90
264,USGS,02136000,2017-06-21,4.12,4.68,,4.36
265,USGS,02136000,2017-06-22,4.68,5.32,,5.01
266,USGS,02136000,2017-06-23,5.32,5.68,,5.52
267,USGS,02136000,2017-06-24,5.67,5.93,,5.81
268,USGS,02136000,2017-06-25,5.93,6.17,,6.05
269,USGS,02136000,2017-06-26,6.17,6.46,,6.32
270,USGS,02136000,2017-06-27,6.46,6.66,,6.59
271,USGS,02136000,2017-06-28,6.53,6.67,,6.62
272,USGS,02136000,2017-06-29,6.13,6.53,,6.34
273,USGS,02136000,2017-06-30,5.92,6.33,,6.15
274,USGS,02136000,2017-07-01,5.99,6.27,,6.08
275,USGS,02136000,2017-07-02,6.27,6.77,,6.59
276,USGS,02136000,2017-07-03,6.77,6.89,,6.85
277,USGS,02136000,2017-07-04,6.68,6.87,,6.79
278,USGS,02136000,2017-07-05,6.43,6.68,,6.57
279,USGS,02136000,2017-07-06,6.02,6.43,0.00,6.25
280,USGS,02136000,2017-07-07,5.45,6.02,0.08,5.74
281,USGS,02136000,2017-07-08,4.88,5.45,0.54,5.14
282,USGS,02136000,2017-07-09,4.75,4.95,0.30,4.82
283,USGS,02136000,2017-07-10,4.95,5.05,0.03,5.02
284,USGS,02136000,2017-07-11,4.75,5.02,0.00,4.90
285,USGS,02136000,2017-07-12,4.48,4.75,0.00,4.63
286,USGS,02136000,2017-07-13,3.94,4.48,0.00,4.21
287,USGS,02136000,2017-07-14,3.57,3.94,0.00,3.74
288,USGS,02136000,2017-07-15,3.34,3.57,0.05,3.44
289,USGS,02136000,2017-07-16,3.19,3.34,0.45,3.26
290,USGS,02136000,2017-07-17,3.27,4.80,0.88,3.91
291,USGS,02136000,2017-07-18,4.80,6.42,0.00,5.72
292,USGS,02136000,2017-07-19,6.42,6.82,0.09,6.69
293,USGS,02136000,2017-07-20,6.80,6.83,0.00,6.82
294,USGS,02136000,2017-07-21,6.77,6.84,0.00,6.80
295,USGS,02136000,2017-07-22,6.75,6.86,0.00,6.82
296,USGS,02136000,2017-07-23,6.52,6.75,0.00,6.63
297,USGS,02136000,2017-07-24,6.41,6.52,0.12,6.47
298,USGS,02136000,2017-07-25,6.48,6.80,0.00,6.58
299,USGS,02136000,2017-07-26,6.80,8.10,0.20,7.37
300,USGS,02136000,2017-07-27,8.10,9.06,0.01,8.67
301,USGS,02136000,2017-07-28,9.06,9.16,0.01,9.13
302,USGS,02136000,2017-07-29,8.84,9.11,0.41,9.00
303,USGS,02136000,2017-07-30,8.52,8.84,0.00,8.68
304,USGS,02136000,2017-07-31,8.01,8.52,0.00,8.30
305,USGS,02136000,2017-08-01,7.17,8.01,0.00,7.61
306,USGS,02136000,2017-08-02,6.27,7.17,0.00,6.71
307,USGS,02136000,2017-08-03,5.59,6.27,0.00,5.91
308,USGS,02136000,2017-08-04,5.10,5.59,0.19,5.32
309,USGS,02136000,2017-08-05,4.73,5.11,0.00,4.91
310,USGS,02136000,2017-08-06,4.48,4.73,0.74,4.61
311,USGS,02136000,2017-08-07,4.41,4.60,0.36,4.50
312,USGS,02136000,2017-08-08,4.25,4.41,0.41,4.30
313,USGS,02136000,2017-08-09,4.32,5.14,0.94,4.79
314,USGS,02136000,2017-08-10,5.14,5.84,0.36,5.56
315,USGS,02136000,2017-08-11,5.84,5.93,0.13,5.90
316,USGS,02136000,2017-08-12,5.76,5.98,0.89,5.89
317,USGS,02136000,2017-08-13,5.86,5.95,0.00,5.90
318,USGS,02136000,2017-08-14,5.69,5.87,0.00,5.79
319,USGS,02136000,2017-08-15,5.44,5.69,0.00,5.57
320,USGS,02136000,2017-08-16,5.15,5.44,0.00,5.31
321,USGS,02136000,2017-08-17,4.86,5.15,0.52,5.01
322,USGS,02136000,2017-08-18,4.46,4.86,0.00,4.65
323,USGS,02136000,2017-08-19,4.18,4.46,0.00,4.31
324,USGS,02136000,2017-08-20,3.96,4.18,0.00,4.07
325,USGS,02136000,2017-08-21,3.72,3.96,0.00,3.84
326,USGS,02136000,2017-08-22,3.53,3.72,0.23,3.63
327,USGS,02136000,2017-08-23,3.34,3.53,0.00,3.43
328,USGS,02136000,2017-08-24,3.19,3.35,0.12,3.28
329,USGS,02136000,2017-08-25,3.25,3.80,0.03,3.39
330,USGS,02136000,2017-08-26,3.80,4.91,0.00,4.46
331,USGS,02136000,2017-08-27,4.26,4.91,0.00,4.66
332,USGS,02136000,2017-08-28,3.71,4.26,0.63,3.90
333,USGS,02136000,2017-08-29,3.41,3.72,0.00,3.53
334,USGS,02136000,2017-08-30,3.22,3.41,0.00,3.31
335,USGS,02136000,2017-08-31,3.05,3.22,0.07,3.14
336,USGS,02136000,2017-09-01,3.04,3.26,0.00,3.11
337,USGS,02136000,2017-09-02,3.22,3.29,0.02,3.26
338,USGS,02136000,2017-09-03,3.09,3.22,0.00,3.16
339,USGS,02136000,2017-09-04,2.89,3.09,0.00,2.99
340,USGS,02136000,2017-09-05,2.76,2.89,0.56,2.83
341,USGS,02136000,2017-09-06,2.72,2.91,0.86,2.84
342,USGS,02136000,2017-09-07,2.74,2.96,0.00,2.84
343,USGS,02136000,2017-09-08,2.96,3.23,0.00,3.14
344,USGS,02136000,2017-09-09,3.04,3.23,0.00,3.16
345,USGS,02136000,2017-09-10,2.77,3.04,0.00,2.90
346,USGS,02136000,2017-09-11,2.70,4.29,2.77,2.99
347,USGS,02136000,2017-09-12,4.29,6.46,0.50,5.15
348,USGS,02136000,2017-09-13,6.46,8.04,0.00,7.52
349,USGS,02136000,2017-09-14,7.93,8.09,0.00,8.04
350,USGS,02136000,2017-09-15,7.62,7.93,0.00,7.75
351,USGS,02136000,2017-09-16,7.58,7.62,0.00,7.60
352,USGS,02136000,2017-09-17,7.62,7.69,0.00,7.66
353,USGS,02136000,2017-09-18,7.69,7.75,0.00,7.72
354,USGS,02136000,2017-09-19,7.74,7.81,0.00,7.78
355,USGS,02136000,2017-09-20,7.81,7.87,0.00,7.84
356,USGS,02136000,2017-09-21,7.83,7.88,0.00,7.86
357,USGS,02136000,2017-09-22,7.66,7.84,0.00,7.76
358,USGS,02136000,2017-09-23,7.37,7.66,0.00,7.52
359,USGS,02136000,2017-09-24,7.04,7.37,0.00,7.21
360,USGS,02136000,2017-09-25,6.69,7.04,0.00,6.87
361,USGS,02136000,2017-09-26,6.29,6.69,0.00,6.49
362,USGS,02136000,2017-09-27,5.88,6.29,0.00,6.08
363,USGS,02136000,2017-09-28,5.48,5.88,0.00,5.69
364,USGS,02136000,2017-09-29,5.08,5.48,0.11,5.28
365,USGS,02136000,2017-09-30,4.61,5.08,0.01,4.84
